"","order","judge_num","dataset","case_outcome","judge_vote","lower_dir","name","judge_full","circuit","confirm_yr","appt_pres","gender_judge","party_judge","jcs","year_birth","race_judge","jud_experience","minority_judge","dec_year","num_fem","mow_sex","abs_jcs"
"364",4472,1,"title7","Conservative","Conservative","Conservative","Auguster v. Vermilion Parish Sch. Bd","Reavley, Thomas Morrow","5",1979,"Carter","Male","Democrat",-0.103000000119209,1921,"White","Experienced","White",2001,0,0,0.501749992370605
"365",4472,3,"title7","Conservative","Conservative","Conservative","Auguster v. Vermilion Parish Sch. Bd","DeMoss, Harold R. Jr.","5",1991,"Bush I","Male","Republican",0.532000005245209,1930,"White","No experience","White",2001,0,0,0.133249998092651
"366",4601,3,"title7","Conservative","Conservative","Conservative","Moore v. Robertson Fire Prot Dist","Beam, Clarence A.","8",1987,"Reagan","Male","Republican",0.316000014543533,1930,"White","Experienced","White",2001,0,0,0.169000014662743
"367",4601,2,"title7","Conservative","Conservative","Conservative","Moore v. Robertson Fire Prot Dist","Heaney, Gerald William","8",1966,"Johnson","Male","Democrat",-0.456499993801117,1918,"White","No experience","White",2001,0,0,0.603500008583069
"368",4397,2,"title7","Conservative","Conservative","Conservative","Havercombe v. DOE of PR","Coffin, Frank Morey","1",1965,"Johnson","Male","Democrat",-0.388999998569489,1919,"White","No experience","White",2001,0,0,0.617749989032745
"369",4397,1,"title7","Conservative","Conservative","Conservative","Havercombe v. DOE of PR","Torruella, Juan R.","1",1984,"Reagan","Male","Republican",0.566999971866608,1933,"Hispanic","Experienced","Minority",2001,0,0,0.338249981403351
"370",4396,3,"title7","Conservative","Conservative","Conservative","Straughn v. Delta Airlines","Boudin, Michael","1",1992,"Bush I","Male","Republican",0.524999976158142,1939,"White","Experienced","White",2001,0,0,0.296249985694885
"371",4396,1,"title7","Conservative","Conservative","Conservative","Straughn v. Delta Airlines","Selya, Bruce Marshall","1",1986,"Reagan","Male","Republican",0.00300000002607703,1934,"White","Experienced","White",2001,0,0,0.225749999284744
"372",4439,2,"title7","Liberal","Liberal","Conservative","Burgh v. Borough Council of Montrose","Rendell, Marjorie O.","3",1997,"Clinton","Female","Democrat",-0.441000014543533,1947,"White","Experienced","White",2001,2,1,0.292250007390976
"373",4439,3,"title7","Liberal","Liberal","Conservative","Burgh v. Borough Council of Montrose","Stapleton, Walter King","3",1985,"Reagan","Male","Republican",0.247999995946884,1934,"White","Experienced","White",2001,2,1,0.396750003099442
"374",4544,1,"title7","Conservative","Conservative","Conservative","Price v. City of Chicago","Easterbrook, Frank Hoover","7",1985,"Reagan","Male","Republican",0.566999971866608,1948,"White","No experience","White",2001,1,0,0.317999958992004
"375",4544,3,"title7","Conservative","Conservative","Conservative","Price v. City of Chicago","Williams, Ann Claire","7",1999,"Clinton","Female","Democrat",-0.351000010967255,1949,"Black","Experienced","Minority",2001,1,0,0.600000023841858
"376",4600,1,"title7","Conservative","Conservative","Conservative","Taylor v. Southwestern Bell","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",2001,1,1,0.146999999880791
"377",4600,2,"title7","Conservative","Conservative","Conservative","Taylor v. Southwestern Bell","Magill, Frank J.","8",1986,"Reagan","Male","Republican",0.0949999988079071,1927,"White","No experience","White",2001,1,1,0.0520000010728836
"378",4599,2,"title7","Liberal","Liberal","Liberal","Thomas v. Talley","Bright, Myron H.","8",1968,"Johnson","Male","Democrat",-0.377000004053116,1919,"White","No experience","White",2001,0,0,0.523999989032745
"379",4599,1,"title7","Liberal","Liberal","Liberal","Thomas v. Talley","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",2001,0,0,0.0900000035762787
"380",4598,1,"title7","Conservative","Conservative","Conservative","Dotson v. Delta Consold Ind","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",2001,0,0,0.0900000035762787
"381",4598,2,"title7","Conservative","Conservative","Conservative","Dotson v. Delta Consold Ind","Bright, Myron H.","8",1968,"Johnson","Male","Democrat",-0.377000004053116,1919,"White","No experience","White",2001,0,0,0.523999989032745
"382",4415,2,"title7","Liberal","Liberal","Liberal","Harris v. Niagara Mohawk Power","Cabranes, Jose Alberto","2",1994,"Clinton","Male","Democrat",-0.277999997138977,1940,"Hispanic","Experienced","Minority",2001,1,0,0.0629999935626984
"383",4415,1,"title7","Liberal","Liberal","Liberal","Harris v. Niagara Mohawk Power","Kearse, Amalya Lyle","2",1979,"Carter","Female","Democrat",-0.340999990701675,1937,"Black","No experience","Minority",2001,1,0,0
"384",4597,2,"title7","Liberal","Liberal","Liberal","Dowd v. USW Local No 286","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",2001,0,0,0.146999999880791
"385",4597,3,"title7","Liberal","Liberal","Liberal","Dowd v. USW Local No 286","Davis, Michael J.","8",1994,"Clinton","Male","Democrat",-0.727999985218048,1947,"Black","No experience","Minority",2001,0,0,0.875
"386",4678,3,"title7","Conservative","Conservative","Conservative","Anderson v. WBMG-42","Kravitch, Phyllis A.","11",1979,"Carter","Female","Democrat",-0.025000000372529,1920,"White","No experience","White",2001,2,1,0.354000002145767
"387",4678,2,"title7","Conservative","Conservative","Conservative","Anderson v. WBMG-42","Hill, James Clinkscales","11",1976,"Ford","Male","Republican",0.409000009298325,1924,"White","Experienced","White",2001,2,1,0.0800000131130219
"388",4706,1,"title7","Liberal","Liberal","Liberal","Fredrick v. D.C.","Henderson, Karen LeCraft","DC",1990,"Bush I","Female","Republican",0.409999996423721,1944,"White","Experienced","White",2001,1,0,0.118000000715256
"389",4706,3,"title7","Liberal","Liberal","Liberal","Fredrick v. D.C.","Garland, Merrick B.","DC",1997,"Clinton","Male","Democrat",-0.441000014543533,1952,"White","No experience","White",2001,1,0,0.968999981880188
"390",4596,3,"title7","Conservative","Conservative","Conservative","Yates v. Douglas","Goldberg, Richard W.","8",1991,"Bush I","Male","Republican",0.527999997138977,1927,"White","No experience","White",2001,1,0,0.380999982357025
"391",4596,2,"title7","Conservative","Conservative","Conservative","Yates v. Douglas","Murphy, Diana E.","8",1994,"Clinton","Female","Democrat",-0.625999987125397,1934,"White","Experienced","White",2001,1,0,0.773000001907349
"392",4595,1,"title7","Liberal","Liberal","Conservative","Greer v. St Louis Reg Med Ctr","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",2001,0,0,0.144000008702278
"393",4595,3,"title7","Liberal","Liberal","Conservative","Greer v. St Louis Reg Med Ctr","Fagg, George Gardner","8",1982,"Reagan","Male","Republican",0.298500001430511,1934,"White","No experience","White",2001,0,0,0.151500001549721
"394",4503,3,"title7","Conservative","Conservative","Conservative","Wade v. Knoxville Utils.","Gilman, Ronald Lee","6",1997,"Clinton","Male","Democrat",-0.441000014543533,1942,"White","No experience","White",2001,0,0,0.189750015735626
"395",4503,2,"title7","Conservative","Conservative","Conservative","Wade v. Knoxville Utils.","Boggs, Danny Julian","6",1986,"Reagan","Male","Republican",0.361000001430511,1944,"White","No experience","White",2001,0,0,0.612249970436096
"396",4502,1,"title7","Liberal","Liberal","Conservative","Logan v. Denny's","Jones, Nathaniel Raphael","6",1979,"Carter","Male","Democrat",-0.401000022888184,1926,"Black","No experience","Minority",2001,1,0,0.149750024080276
"397",4502,3,"title7","Liberal","Conservative","Conservative","Logan v. Denny's","Batchelder, Alice M.","6",1991,"Bush I","Female","Republican",0.524999976158142,1944,"White","Experienced","White",2001,1,0,0.776250004768372
"398",4542,2,"title7","Conservative","Conservative","Conservative","Logan v. Kautex Textron","Ripple, Kenneth Francis","7",1985,"Reagan","Male","Republican",0.375,1943,"White","No experience","White",2001,1,1,0.126000002026558
"399",4542,1,"title7","Conservative","Conservative","Conservative","Logan v. Kautex Textron","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",2001,1,1,0.243000000715256
"400",4543,3,"title7","Conservative","Conservative","Conservative","Johnson v. Nordstrom","Easterbrook, Frank Hoover","7",1985,"Reagan","Male","Republican",0.566999971866608,1948,"White","No experience","White",2001,0,0,0.317999958992004
"401",4543,1,"title7","Conservative","Conservative","Conservative","Johnson v. Nordstrom","Bauer, William J.","7",1974,"Ford","Male","Republican",0.00600000005215406,1926,"White","Experienced","White",2001,0,0,0.243000000715256
"402",4541,1,"title7","Liberal","Liberal","Conservative","Dunn v. Nordstrom","Fairchild, Thomas Edward","7",1966,"Johnson","Male","Democrat",-0.497999995946884,1912,"White","Experienced","White",2001,0,0,0.746999979019165
"403",4541,3,"title7","Liberal","Liberal","Conservative","Dunn v. Nordstrom","Coffey, John Louis","7",1982,"Reagan","Male","Republican",0.25,1922,"White","Experienced","White",2001,0,0,0.00100000202655792
"404",4594,3,"title7","Conservative","Conservative","Conservative","Willis v. Henderson","Bye, Kermit Edward","8",2000,"Clinton","Male","Democrat",-0.24549999833107,1937,"White","No experience","White",2001,0,0,0.392499983310699
"405",4594,1,"title7","Conservative","Conservative","Conservative","Willis v. Henderson","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",2001,0,0,0.0900000035762787
"406",4540,1,"title7","Conservative","Conservative","Conservative","Alexander v. Wisconsin Dept of Health & Family","Wood, Harlington Jr.","7",1976,"Ford","Male","Republican",0.00600000005215406,1920,"White","Experienced","White",2001,1,0,0.243000000715256
"407",4540,3,"title7","Conservative","Conservative","Conservative","Alexander v. Wisconsin Dept of Health & Family","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",2001,1,0,0.649999976158142
"408",4501,2,"title7","Liberal","Liberal","Conservative","Little v. BP Exploration & Oil","Gilman, Ronald Lee","6",1997,"Clinton","Male","Democrat",-0.441000014543533,1942,"White","No experience","White",2001,0,0,0.189750015735626
"409",4501,3,"title7","Liberal","Liberal","Conservative","Little v. BP Exploration & Oil","Wallace, John Clifford","6",1972,"Nixon","Male","Republican",0.41499999165535,1928,"White","Experienced","White",2001,0,0,0.666249990463257
"410",4471,1,"title7","Conservative","Conservative","Conservative","Celestine v. Petroleos de Venez.","Jones, Edith Hollan","5",1985,"Reagan","Female","Republican",0.532000005245209,1949,"White","No experience","White",2001,1,0,0.133249998092651
"411",4471,3,"title7","Conservative","Conservative","Conservative","Celestine v. Petroleos de Venez.","Benavides, Fortunato Pedro","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1947,"Hispanic","Experienced","Minority",2001,1,0,0.839750051498413
"412",4500,2,"title7","Conservative","Conservative","Conservative","Newman v. FedEX","Nelson, David Aldrich","6",1985,"Reagan","Male","Republican",0.566999971866608,1932,"White","No experience","White",2001,0,0,0.818249940872192
"413",4500,3,"title7","Conservative","Conservative","Conservative","Newman v. FedEX","Rice, Walter Herbert","6",1980,"Carter","Male","Democrat",-0.407999992370605,1937,"White","No experience","White",2001,0,0,0.156749993562698
"414",4413,2,"title7","Liberal","Liberal","Conservative","Robinson v. Metro North Commuter RR","Calabresi, Guido","2",1994,"Clinton","Male","Democrat",-0.277999997138977,1932,"White","No experience","White",2001,1,0,0.0629999935626984
"415",4413,3,"title7","Liberal","Liberal","Conservative","Robinson v. Metro North Commuter RR","Pooler, Rosemary S.","2",1998,"Clinton","Female","Democrat",-0.340999990701675,1938,"White","Experienced","White",2001,1,0,0
"416",4539,3,"title7","Conservative","Conservative","Conservative","Greer v. Bd. of Ed","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",2001,2,0,0.649999976158142
"417",4539,2,"title7","Conservative","Conservative","Conservative","Greer v. Bd. of Ed","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",2001,2,0,0.275999963283539
"418",4593,2,"title7","Conservative","Conservative","Conservative","Brown-Mitchell v. Kansas Power & Light","Beam, Clarence A.","8",1987,"Reagan","Male","Republican",0.316000014543533,1930,"White","Experienced","White",2001,0,0,0.169000014662743
"419",4593,3,"title7","Conservative","Conservative","Conservative","Brown-Mitchell v. Kansas Power & Light","Hansen, David Rasmussen","8",1991,"Bush I","Male","Republican",0.293999999761581,1938,"White","Experienced","White",2001,0,0,0.146999999880791
"420",4656,1,"title7","Conservative","Conservative","Conservative","Watts v. City of Norman","Tacha, Deanell Reece","10",1985,"Reagan","Female","Republican",0.238499999046326,1946,"White","No experience","White",2001,1,0,0.00200000405311584
"421",4656,3,"title7","Conservative","Conservative","Conservative","Watts v. City of Norman","Lucero, Carlos F.","10",1995,"Clinton","Male","Democrat",-0.150999993085861,1940,"Hispanic","No experience","Minority",2001,1,0,0.391499996185303
